Date,IT Dep.,CostElement,Country,Budget
01-01-2020,Manufacturing,Severance,Mexico,1
01-02-2020,Manufacturing,Severance,Mexico,1
01-03-2020,Manufacturing,Severance,Mexico,1
01-04-2020,Manufacturing,Severance,Mexico,1
01-05-2020,Manufacturing,Severance,Mexico,1
01-06-2020,Manufacturing,Severance,Mexico,1
01-07-2020,Manufacturing,Severance,Mexico,1
01-08-2020,Manufacturing,Severance,Mexico,1
01-09-2020,Manufacturing,Severance,Mexico,1
01-10-2020,Manufacturing,Severance,Mexico,1
01-11-2020,Manufacturing,Severance,Mexico,1
01-12-2020,Manufacturing,Severance,Mexico,1
01-01-2020,Manufacturing,Software,France,34
01-02-2020,Manufacturing,Software,France,34
01-03-2020,Manufacturing,Software,France,34
01-04-2020,Manufacturing,Software,France,34
01-05-2020,Manufacturing,Software,France,34
01-06-2020,Manufacturing,Software,France,34
01-07-2020,Manufacturing,Software,France,34
01-08-2020,Manufacturing,Software,France,34
01-09-2020,Manufacturing,Software,France,34
01-10-2020,Manufacturing,Software,France,34
01-11-2020,Manufacturing,Software,France,34
01-12-2020,Manufacturing,Software,France,34
01-01-2020,Manufacturing,Software,Ireland,119
01-02-2020,Manufacturing,Software,Ireland,119
01-03-2020,Manufacturing,Software,Ireland,119
01-04-2020,Manufacturing,Software,Ireland,119
01-05-2020,Manufacturing,Software,Ireland,119
01-06-2020,Manufacturing,Software,Ireland,119
01-07-2020,Manufacturing,Software,Ireland,119
01-08-2020,Manufacturing,Software,Ireland,119
01-09-2020,Manufacturing,Software,Ireland,119
01-10-2020,Manufacturing,Software,Ireland,119
01-11-2020,Manufacturing,Software,Ireland,119
01-12-2020,Manufacturing,Software,Ireland,119
01-01-2020,Manufacturing,Software,USA,"41,923"
01-02-2020,Manufacturing,Software,USA,"41,923"
01-03-2020,Manufacturing,Software,USA,"41,923"
01-04-2020,Manufacturing,Software,USA,"41,923"
01-05-2020,Manufacturing,Software,USA,"41,923"
01-06-2020,Manufacturing,Software,USA,"41,923"
01-07-2020,Manufacturing,Software,USA,"41,923"
01-08-2020,Manufacturing,Software,USA,"41,923"
01-09-2020,Manufacturing,Software,USA,"41,923"
01-10-2020,Manufacturing,Software,USA,"41,923"
01-11-2020,Manufacturing,Software,USA,"41,923"
01-12-2020,Manufacturing,Software,USA,"41,923"
01-01-2020,Manufacturing,Software Maintenance,France,"31,593"
01-02-2020,Manufacturing,Software Maintenance,France,"41,208"
01-03-2020,Manufacturing,Software Maintenance,France,"17,605"
01-04-2020,Manufacturing,Software Maintenance,France,"16,442"
01-05-2020,Manufacturing,Software Maintenance,France,"2,754"
01-06-2020,Manufacturing,Software Maintenance,France,"2,754"
01-07-2020,Manufacturing,Software Maintenance,France,"14,606"
01-08-2020,Manufacturing,Software Maintenance,France,"2,754"
01-09-2020,Manufacturing,Software Maintenance,France,"2,754"
01-10-2020,Manufacturing,Software Maintenance,France,"14,606"
01-11-2020,Manufacturing,Software Maintenance,France,"2,754"
01-12-2020,Manufacturing,Software Maintenance,France,"2,754"
01-01-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-02-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-03-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-04-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-05-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-06-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-07-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-08-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-09-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-10-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-11-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-12-2020,Manufacturing,Software Maintenance,United Kingdom,81
01-01-2020,Manufacturing,Software Maintenance,USA,"2,18,899"
01-02-2020,Manufacturing,Software Maintenance,USA,"2,18,899"
01-03-2020,Manufacturing,Software Maintenance,USA,"2,18,899"
01-04-2020,Manufacturing,Software Maintenance,USA,"2,13,399"
01-05-2020,Manufacturing,Software Maintenance,USA,"2,13,399"
01-06-2020,Manufacturing,Software Maintenance,USA,"2,13,399"
01-07-2020,Manufacturing,Software Maintenance,USA,"2,14,399"
01-08-2020,Manufacturing,Software Maintenance,USA,"2,14,399"
01-09-2020,Manufacturing,Software Maintenance,USA,"2,14,399"
01-10-2020,Manufacturing,Software Maintenance,USA,"2,12,899"
01-11-2020,Manufacturing,Software Maintenance,USA,"2,12,899"
01-12-2020,Manufacturing,Software Maintenance,USA,"2,12,899"
01-01-2020,Manufacturing,Supplies,Brazil,9
01-02-2020,Manufacturing,Supplies,Brazil,9
01-03-2020,Manufacturing,Supplies,Brazil,9
01-04-2020,Manufacturing,Supplies,Brazil,9
01-05-2020,Manufacturing,Supplies,Brazil,9
01-06-2020,Manufacturing,Supplies,Brazil,9
01-07-2020,Manufacturing,Supplies,Brazil,9
01-08-2020,Manufacturing,Supplies,Brazil,9
01-09-2020,Manufacturing,Supplies,Brazil,9
01-10-2020,Manufacturing,Supplies,Brazil,9
01-11-2020,Manufacturing,Supplies,Brazil,9
01-12-2020,Manufacturing,Supplies,Brazil,9
01-01-2020,Manufacturing,Supplies,France,408
01-02-2020,Manufacturing,Supplies,France,408
01-03-2020,Manufacturing,Supplies,France,408
01-04-2020,Manufacturing,Supplies,France,408
01-05-2020,Manufacturing,Supplies,France,408
01-06-2020,Manufacturing,Supplies,France,408
01-09-2020,Manufacturing,Supplies,France,408
01-10-2020,Manufacturing,Supplies,France,408
01-11-2020,Manufacturing,Supplies,France,408
01-12-2020,Manufacturing,Supplies,France,408
01-01-2020,Manufacturing,Supplies,Germany,41
01-02-2020,Manufacturing,Supplies,Germany,41
01-03-2020,Manufacturing,Supplies,Germany,41
01-04-2020,Manufacturing,Supplies,Germany,41
01-05-2020,Manufacturing,Supplies,Germany,41
01-06-2020,Manufacturing,Supplies,Germany,41
01-07-2020,Manufacturing,Supplies,Germany,41
01-08-2020,Manufacturing,Supplies,Germany,41
01-09-2020,Manufacturing,Supplies,Germany,41
01-10-2020,Manufacturing,Supplies,Germany,41
01-11-2020,Manufacturing,Supplies,Germany,41
01-12-2020,Manufacturing,Supplies,Germany,41
01-01-2020,Manufacturing,Supplies,Ireland,34
01-02-2020,Manufacturing,Supplies,Ireland,34
01-03-2020,Manufacturing,Supplies,Ireland,34
01-04-2020,Manufacturing,Supplies,Ireland,34
01-05-2020,Manufacturing,Supplies,Ireland,34
01-06-2020,Manufacturing,Supplies,Ireland,34
01-07-2020,Manufacturing,Supplies,Ireland,34
01-08-2020,Manufacturing,Supplies,Ireland,34
01-09-2020,Manufacturing,Supplies,Ireland,34
01-10-2020,Manufacturing,Supplies,Ireland,34
01-11-2020,Manufacturing,Supplies,Ireland,34
01-12-2020,Manufacturing,Supplies,Ireland,34
01-01-2020,Manufacturing,Supplies,Italy,288
01-02-2020,Manufacturing,Supplies,Italy,"1,240"
01-03-2020,Manufacturing,Supplies,Italy,"2,136"
01-04-2020,Manufacturing,Supplies,Italy,"2,430"
01-05-2020,Manufacturing,Supplies,Italy,"2,215"
01-06-2020,Manufacturing,Supplies,Italy,"2,158"
01-07-2020,Manufacturing,Supplies,Italy,"1,759"
01-08-2020,Manufacturing,Supplies,Italy,"1,475"
01-09-2020,Manufacturing,Supplies,Italy,"2,392"
01-10-2020,Manufacturing,Supplies,Italy,920
01-11-2020,Manufacturing,Supplies,Italy,"1,654"
01-12-2020,Manufacturing,Supplies,Italy,"2,139"
01-01-2020,Manufacturing,Supplies,Puerto Rico,660
01-02-2020,Manufacturing,Supplies,Puerto Rico,650
01-03-2020,Manufacturing,Supplies,Puerto Rico,660
01-04-2020,Manufacturing,Supplies,Puerto Rico,656
01-05-2020,Manufacturing,Supplies,Puerto Rico,659
01-06-2020,Manufacturing,Supplies,Puerto Rico,656
01-07-2020,Manufacturing,Supplies,Puerto Rico,658
01-08-2020,Manufacturing,Supplies,Puerto Rico,658
01-09-2020,Manufacturing,Supplies,Puerto Rico,655
01-10-2020,Manufacturing,Supplies,Puerto Rico,658
01-11-2020,Manufacturing,Supplies,Puerto Rico,655
01-12-2020,Manufacturing,Supplies,Puerto Rico,658
01-01-2020,Manufacturing,Supplies,USA,485
01-02-2020,Manufacturing,Supplies,USA,485
01-03-2020,Manufacturing,Supplies,USA,485
01-04-2020,Manufacturing,Supplies,USA,495
01-05-2020,Manufacturing,Supplies,USA,495
01-06-2020,Manufacturing,Supplies,USA,495
01-07-2020,Manufacturing,Supplies,USA,518
01-08-2020,Manufacturing,Supplies,USA,518
01-09-2020,Manufacturing,Supplies,USA,518
01-10-2020,Manufacturing,Supplies,USA,534
01-11-2020,Manufacturing,Supplies,USA,534
01-12-2020,Manufacturing,Supplies,USA,534
01-01-2020,Manufacturing,Taxes,USA,"2,134"
01-02-2020,Manufacturing,Taxes,USA,"2,134"
01-03-2020,Manufacturing,Taxes,USA,"2,134"
01-04-2020,Manufacturing,Taxes,USA,"2,134"
01-05-2020,Manufacturing,Taxes,USA,"2,134"
01-06-2020,Manufacturing,Taxes,USA,"2,134"
01-07-2020,Manufacturing,Taxes,USA,"2,134"
01-08-2020,Manufacturing,Taxes,USA,"2,134"
01-09-2020,Manufacturing,Taxes,USA,"2,134"
01-10-2020,Manufacturing,Taxes,USA,"2,134"
01-11-2020,Manufacturing,Taxes,USA,"2,134"
01-12-2020,Manufacturing,Taxes,USA,"2,134"
01-01-2020,Manufacturing,Telecomm,Brazil,25
01-02-2020,Manufacturing,Telecomm,Brazil,25
01-03-2020,Manufacturing,Telecomm,Brazil,25
01-04-2020,Manufacturing,Telecomm,Brazil,25
01-05-2020,Manufacturing,Telecomm,Brazil,25
01-06-2020,Manufacturing,Telecomm,Brazil,25
01-07-2020,Manufacturing,Telecomm,Brazil,25
01-08-2020,Manufacturing,Telecomm,Brazil,25
01-09-2020,Manufacturing,Telecomm,Brazil,25
01-10-2020,Manufacturing,Telecomm,Brazil,25
01-11-2020,Manufacturing,Telecomm,Brazil,25
01-12-2020,Manufacturing,Telecomm,Brazil,25
01-01-2020,Manufacturing,Telecomm,France,"11,159"
01-02-2020,Manufacturing,Telecomm,France,"11,159"
01-03-2020,Manufacturing,Telecomm,France,"11,159"
01-04-2020,Manufacturing,Telecomm,France,"11,159"
01-05-2020,Manufacturing,Telecomm,France,"11,159"
01-06-2020,Manufacturing,Telecomm,France,"11,159"
01-07-2020,Manufacturing,Telecomm,France,"11,159"
01-08-2020,Manufacturing,Telecomm,France,"11,159"
01-09-2020,Manufacturing,Telecomm,France,"11,159"
01-10-2020,Manufacturing,Telecomm,France,"11,159"
01-11-2020,Manufacturing,Telecomm,France,"11,159"
01-12-2020,Manufacturing,Telecomm,France,"11,363"
01-01-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-02-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-03-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-04-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-05-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-06-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-07-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-08-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-09-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-10-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-11-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-12-2020,Manufacturing,Telecomm,Ireland,"4,012"
01-01-2020,Manufacturing,Telecomm,Italy,610
01-02-2020,Manufacturing,Telecomm,Italy,838
01-03-2020,Manufacturing,Telecomm,Italy,742
01-04-2020,Manufacturing,Telecomm,Italy,979
01-05-2020,Manufacturing,Telecomm,Italy,958
01-06-2020,Manufacturing,Telecomm,Italy,911
01-07-2020,Manufacturing,Telecomm,Italy,432
01-08-2020,Manufacturing,Telecomm,Italy,"1,793"
01-09-2020,Manufacturing,Telecomm,Italy,"1,745"
01-10-2020,Manufacturing,Telecomm,Italy,907
01-11-2020,Manufacturing,Telecomm,Italy,946
01-12-2020,Manufacturing,Telecomm,Italy,"2,839"
01-01-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-02-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-03-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-04-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-05-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-06-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-07-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-08-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-09-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-10-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-11-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-12-2020,Manufacturing,Telecomm,Puerto Rico,"8,991"
01-01-2020,Manufacturing,Telecomm,Spain,68
01-02-2020,Manufacturing,Telecomm,Spain,68
01-03-2020,Manufacturing,Telecomm,Spain,68
01-04-2020,Manufacturing,Telecomm,Spain,68
01-05-2020,Manufacturing,Telecomm,Spain,68
01-06-2020,Manufacturing,Telecomm,Spain,68
01-07-2020,Manufacturing,Telecomm,Spain,68
01-08-2020,Manufacturing,Telecomm,Spain,68
01-09-2020,Manufacturing,Telecomm,Spain,68
01-10-2020,Manufacturing,Telecomm,Spain,68
01-11-2020,Manufacturing,Telecomm,Spain,68
01-12-2020,Manufacturing,Telecomm,Spain,68
01-01-2020,Manufacturing,Telecomm,USA,"4,416"
01-02-2020,Manufacturing,Telecomm,USA,"4,416"
01-03-2020,Manufacturing,Telecomm,USA,"4,416"
01-04-2020,Manufacturing,Telecomm,USA,"4,443"
01-05-2020,Manufacturing,Telecomm,USA,"4,443"
01-06-2020,Manufacturing,Telecomm,USA,"4,443"
01-07-2020,Manufacturing,Telecomm,USA,"4,507"
01-08-2020,Manufacturing,Telecomm,USA,"4,507"
01-09-2020,Manufacturing,Telecomm,USA,"4,507"
01-10-2020,Manufacturing,Telecomm,USA,"4,552"
01-11-2020,Manufacturing,Telecomm,USA,"4,552"
01-12-2020,Manufacturing,Telecomm,USA,"4,552"
01-01-2020,Manufacturing,Training,Brazil,-11
01-02-2020,Manufacturing,Training,Brazil,-11
01-03-2020,Manufacturing,Training,Brazil,-11
01-04-2020,Manufacturing,Training,Brazil,-12
01-05-2020,Manufacturing,Training,Brazil,-12
01-06-2020,Manufacturing,Training,Brazil,-12
01-07-2020,Manufacturing,Training,Brazil,-12
01-08-2020,Manufacturing,Training,Brazil,-12
01-09-2020,Manufacturing,Training,Brazil,-12
01-10-2020,Manufacturing,Training,Brazil,-12
01-11-2020,Manufacturing,Training,Brazil,-12
01-12-2020,Manufacturing,Training,Brazil,-12
01-01-2020,Manufacturing,Training,France,408
01-02-2020,Manufacturing,Training,France,408
01-03-2020,Manufacturing,Training,France,408
01-04-2020,Manufacturing,Training,France,408
01-05-2020,Manufacturing,Training,France,408
01-06-2020,Manufacturing,Training,France,408
01-07-2020,Manufacturing,Training,France,408
01-08-2020,Manufacturing,Training,France,408
01-09-2020,Manufacturing,Training,France,408
01-10-2020,Manufacturing,Training,France,408
01-11-2020,Manufacturing,Training,France,408
01-12-2020,Manufacturing,Training,France,408
01-01-2020,Manufacturing,Training,Ireland,58
01-02-2020,Manufacturing,Training,Ireland,58
01-03-2020,Manufacturing,Training,Ireland,58
01-04-2020,Manufacturing,Training,Ireland,58
01-05-2020,Manufacturing,Training,Ireland,58
01-06-2020,Manufacturing,Training,Ireland,58
01-07-2020,Manufacturing,Training,Ireland,58
01-08-2020,Manufacturing,Training,Ireland,58
01-09-2020,Manufacturing,Training,Ireland,58
01-10-2020,Manufacturing,Training,Ireland,58
01-11-2020,Manufacturing,Training,Ireland,58
01-12-2020,Manufacturing,Training,Ireland,58
01-06-2020,Manufacturing,Training,Mexico,601
01-08-2020,Manufacturing,Training,Mexico,601
01-01-2020,Manufacturing,Training,Puerto Rico,321
01-02-2020,Manufacturing,Training,Puerto Rico,319
01-03-2020,Manufacturing,Training,Puerto Rico,321
01-04-2020,Manufacturing,Training,Puerto Rico,320
01-05-2020,Manufacturing,Training,Puerto Rico,320
01-06-2020,Manufacturing,Training,Puerto Rico,523
01-07-2020,Manufacturing,Training,Puerto Rico,320
01-08-2020,Manufacturing,Training,Puerto Rico,320
01-09-2020,Manufacturing,Training,Puerto Rico,522
01-10-2020,Manufacturing,Training,Puerto Rico,320
01-11-2020,Manufacturing,Training,Puerto Rico,320
01-12-2020,Manufacturing,Training,Puerto Rico,320
01-01-2020,Manufacturing,Training,Spain,232
01-02-2020,Manufacturing,Training,Spain,232
01-03-2020,Manufacturing,Training,Spain,232
01-04-2020,Manufacturing,Training,Spain,232
01-05-2020,Manufacturing,Training,Spain,232
01-06-2020,Manufacturing,Training,Spain,232
01-07-2020,Manufacturing,Training,Spain,232
01-08-2020,Manufacturing,Training,Spain,232
01-09-2020,Manufacturing,Training,Spain,232
01-10-2020,Manufacturing,Training,Spain,232
01-11-2020,Manufacturing,Training,Spain,232
01-12-2020,Manufacturing,Training,Spain,232
01-01-2020,Manufacturing,Training,United Kingdom,142
01-02-2020,Manufacturing,Training,United Kingdom,142
01-03-2020,Manufacturing,Training,United Kingdom,142
01-04-2020,Manufacturing,Training,United Kingdom,142
01-05-2020,Manufacturing,Training,United Kingdom,142
01-06-2020,Manufacturing,Training,United Kingdom,142
01-07-2020,Manufacturing,Training,United Kingdom,142
01-08-2020,Manufacturing,Training,United Kingdom,142
01-09-2020,Manufacturing,Training,United Kingdom,142
01-10-2020,Manufacturing,Training,United Kingdom,142
01-11-2020,Manufacturing,Training,United Kingdom,142
01-12-2020,Manufacturing,Training,United Kingdom,142
01-01-2020,Manufacturing,Training,USA,"4,882"
01-02-2020,Manufacturing,Training,USA,"4,882"
01-03-2020,Manufacturing,Training,USA,"4,882"
01-04-2020,Manufacturing,Training,USA,"4,893"
01-05-2020,Manufacturing,Training,USA,"4,893"
01-06-2020,Manufacturing,Training,USA,"4,893"
01-07-2020,Manufacturing,Training,USA,"4,918"
01-08-2020,Manufacturing,Training,USA,"4,918"
01-09-2020,Manufacturing,Training,USA,"4,918"
01-10-2020,Manufacturing,Training,USA,"4,936"
01-11-2020,Manufacturing,Training,USA,"4,936"
01-12-2020,Manufacturing,Training,USA,"4,936"
01-01-2020,Manufacturing,Travel,Brazil,5
01-02-2020,Manufacturing,Travel,Brazil,5
01-03-2020,Manufacturing,Travel,Brazil,5
01-04-2020,Manufacturing,Travel,Brazil,5
01-05-2020,Manufacturing,Travel,Brazil,5
01-06-2020,Manufacturing,Travel,Brazil,5
01-07-2020,Manufacturing,Travel,Brazil,5
01-08-2020,Manufacturing,Travel,Brazil,5
01-09-2020,Manufacturing,Travel,Brazil,5
01-10-2020,Manufacturing,Travel,Brazil,5
01-11-2020,Manufacturing,Travel,Brazil,5
01-12-2020,Manufacturing,Travel,Brazil,5
01-01-2020,Manufacturing,Travel,France,"2,404"
01-02-2020,Manufacturing,Travel,France,"2,404"
01-03-2020,Manufacturing,Travel,France,"5,260"
01-04-2020,Manufacturing,Travel,France,"2,404"
01-05-2020,Manufacturing,Travel,France,"2,404"
01-06-2020,Manufacturing,Travel,France,"5,668"
01-07-2020,Manufacturing,Travel,France,"4,782"
01-08-2020,Manufacturing,Travel,France,"4,782"
01-09-2020,Manufacturing,Travel,France,"4,782"
01-10-2020,Manufacturing,Travel,France,"4,782"
01-11-2020,Manufacturing,Travel,France,"4,782"
01-12-2020,Manufacturing,Travel,France,"4,782"
01-01-2020,Manufacturing,Travel,Germany,569
01-02-2020,Manufacturing,Travel,Germany,569
01-03-2020,Manufacturing,Travel,Germany,569
01-04-2020,Manufacturing,Travel,Germany,569
01-05-2020,Manufacturing,Travel,Germany,569
01-06-2020,Manufacturing,Travel,Germany,569
01-07-2020,Manufacturing,Travel,Germany,569
01-08-2020,Manufacturing,Travel,Germany,569
01-09-2020,Manufacturing,Travel,Germany,569
01-10-2020,Manufacturing,Travel,Germany,569
01-11-2020,Manufacturing,Travel,Germany,569
01-12-2020,Manufacturing,Travel,Germany,569
01-01-2020,Manufacturing,Travel,Ireland,221
01-02-2020,Manufacturing,Travel,Ireland,221
01-03-2020,Manufacturing,Travel,Ireland,221
01-04-2020,Manufacturing,Travel,Ireland,221
01-05-2020,Manufacturing,Travel,Ireland,221
01-06-2020,Manufacturing,Travel,Ireland,221
01-07-2020,Manufacturing,Travel,Ireland,221
01-08-2020,Manufacturing,Travel,Ireland,221
01-09-2020,Manufacturing,Travel,Ireland,221
01-10-2020,Manufacturing,Travel,Ireland,221
01-11-2020,Manufacturing,Travel,Ireland,221
01-12-2020,Manufacturing,Travel,Ireland,221
01-01-2020,Manufacturing,Travel,Italy,314
01-02-2020,Manufacturing,Travel,Italy,654
01-03-2020,Manufacturing,Travel,Italy,753
01-04-2020,Manufacturing,Travel,Italy,"2,258"
01-05-2020,Manufacturing,Travel,Italy,"2,203"
01-06-2020,Manufacturing,Travel,Italy,724
01-07-2020,Manufacturing,Travel,Italy,"1,422"
01-08-2020,Manufacturing,Travel,Italy,"2,036"
01-09-2020,Manufacturing,Travel,Italy,"2,315"
01-10-2020,Manufacturing,Travel,Italy,"1,323"
01-11-2020,Manufacturing,Travel,Italy,"3,158"
01-12-2020,Manufacturing,Travel,Italy,"5,789"
01-03-2020,Manufacturing,Travel,Mexico,962
01-06-2020,Manufacturing,Travel,Mexico,962
01-01-2020,Manufacturing,Travel,Puerto Rico,"1,465"
01-02-2020,Manufacturing,Travel,Puerto Rico,"1,452"
01-03-2020,Manufacturing,Travel,Puerto Rico,"1,465"
01-04-2020,Manufacturing,Travel,Puerto Rico,"1,459"
01-05-2020,Manufacturing,Travel,Puerto Rico,"1,463"
01-06-2020,Manufacturing,Travel,Puerto Rico,"1,909"
01-07-2020,Manufacturing,Travel,Puerto Rico,"1,462"
01-08-2020,Manufacturing,Travel,Puerto Rico,"1,462"
01-09-2020,Manufacturing,Travel,Puerto Rico,"1,908"
01-10-2020,Manufacturing,Travel,Puerto Rico,"1,462"
01-11-2020,Manufacturing,Travel,Puerto Rico,"1,458"
01-12-2020,Manufacturing,Travel,Puerto Rico,"1,462"
01-01-2020,Manufacturing,Travel,Spain,475
01-02-2020,Manufacturing,Travel,Spain,475
01-03-2020,Manufacturing,Travel,Spain,475
01-04-2020,Manufacturing,Travel,Spain,475
01-05-2020,Manufacturing,Travel,Spain,475
01-06-2020,Manufacturing,Travel,Spain,475
01-07-2020,Manufacturing,Travel,Spain,475
01-08-2020,Manufacturing,Travel,Spain,475
01-09-2020,Manufacturing,Travel,Spain,475
01-10-2020,Manufacturing,Travel,Spain,475
01-11-2020,Manufacturing,Travel,Spain,475
01-12-2020,Manufacturing,Travel,Spain,475
01-01-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-02-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-03-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-04-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-05-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-06-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-07-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-08-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-09-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-10-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-11-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-12-2020,Manufacturing,Travel,United Kingdom,"1,600"
01-01-2020,Manufacturing,Travel,USA,"9,514"
01-02-2020,Manufacturing,Travel,USA,"9,514"
01-03-2020,Manufacturing,Travel,USA,"9,514"
01-04-2020,Manufacturing,Travel,USA,"9,116"
01-05-2020,Manufacturing,Travel,USA,"9,116"
01-06-2020,Manufacturing,Travel,USA,"9,116"
01-07-2020,Manufacturing,Travel,USA,"9,519"
01-08-2020,Manufacturing,Travel,USA,"9,519"
01-09-2020,Manufacturing,Travel,USA,"9,519"
01-10-2020,Manufacturing,Travel,USA,"9,121"
01-11-2020,Manufacturing,Travel,USA,"9,121"
01-12-2020,Manufacturing,Travel,USA,"9,121"
01-01-2020,Manufacturing,Vehicles,Spain,143
01-02-2020,Manufacturing,Vehicles,Spain,143
01-03-2020,Manufacturing,Vehicles,Spain,143
01-04-2020,Manufacturing,Vehicles,Spain,143
01-05-2020,Manufacturing,Vehicles,Spain,143
01-06-2020,Manufacturing,Vehicles,Spain,143
01-07-2020,Manufacturing,Vehicles,Spain,143
01-08-2020,Manufacturing,Vehicles,Spain,143
01-09-2020,Manufacturing,Vehicles,Spain,143
01-10-2020,Manufacturing,Vehicles,Spain,143
01-11-2020,Manufacturing,Vehicles,Spain,143
01-12-2020,Manufacturing,Vehicles,Spain,143
01-01-2020,Mobility,Depreciation,USA,"3,644"
01-02-2020,Mobility,Depreciation,USA,"2,585"
01-03-2020,Mobility,Depreciation,USA,"2,133"
01-04-2020,Mobility,Depreciation,USA,"2,133"
01-05-2020,Mobility,Depreciation,USA,"2,133"
01-06-2020,Mobility,Depreciation,USA,"2,059"
01-07-2020,Mobility,Depreciation,USA,"2,059"
01-08-2020,Mobility,Depreciation,USA,"2,059"
01-09-2020,Mobility,Depreciation,USA,"2,059"
01-10-2020,Mobility,Depreciation,USA,"1,419"
01-11-2020,Mobility,Depreciation,USA,"1,419"
01-12-2020,Mobility,Depreciation,USA,873
01-01-2020,Mobility,External Labor,USA,"48,020"
01-02-2020,Mobility,External Labor,USA,"48,020"
01-03-2020,Mobility,External Labor,USA,"2,22,362"
01-04-2020,Mobility,External Labor,USA,"1,89,998"
01-05-2020,Mobility,External Labor,USA,"1,89,998"
01-06-2020,Mobility,External Labor,USA,"1,89,998"
01-07-2020,Mobility,External Labor,USA,"1,81,879"
01-08-2020,Mobility,External Labor,USA,"1,81,879"
01-09-2020,Mobility,External Labor,USA,"1,81,879"
01-10-2020,Mobility,External Labor,USA,"1,75,178"
01-11-2020,Mobility,External Labor,USA,"1,75,178"
01-12-2020,Mobility,External Labor,USA,"1,75,178"
01-01-2020,Mobility,Hardware,USA,45
01-02-2020,Mobility,Hardware,USA,45
01-03-2020,Mobility,Hardware,USA,45
01-04-2020,Mobility,Hardware,USA,45
01-05-2020,Mobility,Hardware,USA,45
01-06-2020,Mobility,Hardware,USA,45
01-07-2020,Mobility,Hardware,USA,45
01-08-2020,Mobility,Hardware,USA,45
01-09-2020,Mobility,Hardware,USA,45
01-10-2020,Mobility,Hardware,USA,45
01-11-2020,Mobility,Hardware,USA,45
01-12-2020,Mobility,Hardware,USA,45
01-03-2020,Mobility,Hardware Maintenance,USA,150
01-06-2020,Mobility,Hardware Maintenance,USA,150
01-09-2020,Mobility,Hardware Maintenance,USA,150
01-12-2020,Mobility,Hardware Maintenance,USA,150
01-01-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-02-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-03-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-04-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-05-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-06-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-07-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-08-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-09-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-10-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-11-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
01-12-2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
